iter	Logloss
197	0.463848071
198	0.4637252137
199	0.4636023212
200	0.4634924047
201	0.4634010601
202	0.4632770492
203	0.4630915161
204	0.4629368536
205	0.4627889329
206	0.4626772036
207	0.4625789729
208	0.4624485636
209	0.4623083404
210	0.4621915807
211	0.4620343432
212	0.461890735
213	0.461721383
214	0.461558847
215	0.4614857776
216	0.4613818623
217	0.4612626944
218	0.4611449715
219	0.4610170067
220	0.4608725992
221	0.4607427174
222	0.4605569107
223	0.4604629778
224	0.4603766566
225	0.4603064692
226	0.4602213523
227	0.4601145764
228	0.4599287912
229	0.4598250112
230	0.4597083655
231	0.4596387202
232	0.4595305957
233	0.4594479029
234	0.4593599063
235	0.4592328179
236	0.459119392
237	0.459018484
238	0.4589351358
239	0.4588716072
240	0.4587820448
241	0.4586870816
242	0.4585854751
243	0.4584998697
244	0.4583722595
245	0.4582584826
246	0.4581326466
247	0.4580216325
248	0.4579420477
249	0.4578404687
250	0.4577357119
251	0.4576280219
252	0.4575246084
253	0.4573980079
254	0.4572562082
255	0.4571496237
256	0.4569914802
257	0.4568692074
258	0.4567597888
259	0.4566633796
260	0.4565888336
261	0.4565225909
262	0.45640894
263	0.4563191384
264	0.4562029231
265	0.4561155675
266	0.4560386211
267	0.4559335988
268	0.455821186
269	0.4557200264
270	0.4556303937
271	0.4555524373
272	0.4554690571
273	0.4553766303
274	0.4552773519
275	0.4551984586
276	0.4550937308
277	0.4549789542
278	0.4548788887
279	0.4547910982
280	0.4547049417
281	0.4546276539
282	0.4545497894
283	0.4544675174
284	0.454396168
285	0.4543236669
286	0.4542321279
287	0.4541502454
288	0.4540475294
289	0.4539381992
290	0.4538573291
291	0.4537626308
292	0.4536644546
293	0.4535392601
294	0.4534402256
295	0.4533596286
296	0.4532880629
297	0.4532099004
298	0.453149487
299	0.453065255
300	0.4529770104
301	0.4528794161
302	0.4528009906
303	0.452715062
304	0.4526279006
305	0.4525295104
306	0.4524782476
307	0.4523838972
308	0.4523082894
309	0.4522289549
310	0.4521307097
311	0.4520266593
312	0.4519102146
313	0.4518280105
314	0.4517340395
315	0.4516086593
316	0.451526462
317	0.4514415432
318	0.4513652309
319	0.4512709284
320	0.4512125711
321	0.45111198
322	0.4510053625
323	0.4509147552
324	0.4508614924
325	0.4507765589
326	0.4507134329
327	0.4506330452
328	0.450560512
329	0.4504665078
330	0.4503854592
331	0.4503081247
332	0.450225805
333	0.4501411206
334	0.4500416461
335	0.4499494076
336	0.4498422428
337	0.449766462
338	0.4496584328
339	0.4495729955
340	0.4494969847
341	0.4494207227
342	0.4493259853
343	0.4492768184
344	0.4491967183
345	0.4490899015
346	0.449003813
347	0.4489304353
348	0.4488593669
349	0.4487665497
350	0.4486697118
351	0.4485878492
352	0.448515704
353	0.4484586825
354	0.4483980096
355	0.4482752432
356	0.4481908562
357	0.4481278364
358	0.4480327885
359	0.447949878
360	0.4478506784
361	0.4477886347
362	0.4477027635
363	0.4476159918
364	0.447518715
365	0.447422164
366	0.4473577232
367	0.447284337
368	0.4472043632
369	0.4471391555
370	0.4470545585
371	0.4469793115
372	0.4469063512
373	0.4468110544
374	0.4467423065
375	0.4466668126
376	0.4465931387
377	0.4465326509
378	0.4464245276
379	0.4463563232
380	0.4462653438
381	0.4461784006
382	0.4461097572
383	0.4460498107
384	0.4459611612
385	0.4458966205
386	0.4458406314
387	0.4457641969
388	0.4456962321
389	0.4456309049
390	0.445566132
391	0.4454838266
392	0.4454254319
393	0.4453521864
394	0.4452785961
395	0.4452230951
396	0.4451408551
397	0.4450752199
398	0.4450095757
399	0.4449238199
400	0.444875092
401	0.4448146384
402	0.4447229512
403	0.4446335746
404	0.4445793843
405	0.4445156999
406	0.4444484198
407	0.4443672578
408	0.4443152809
409	0.4442347555
410	0.4441647568
411	0.4440858259
412	0.4440184351
413	0.4439490952
414	0.4438970252
415	0.4438020229
416	0.4437297781
417	0.4436078673
418	0.4435426457
419	0.4434709475
420	0.4434109174
421	0.4433235865
422	0.4432482741
423	0.443165483
424	0.4431003
425	0.4430294736
426	0.44295881
427	0.4428770199
428	0.442783686
429	0.4427106031
430	0.4426562236
431	0.4425734774
432	0.4424859334
433	0.4424152961
434	0.4423344621
435	0.4422616397
436	0.4422157181
437	0.4421359012
438	0.4420644688
439	0.4419897824
440	0.4419225694
441	0.4418474697
442	0.4417901299
443	0.4416951516
444	0.4416418759
445	0.4415995993
446	0.4415351518
447	0.4414558797
448	0.4413776047
449	0.4413238396
450	0.4412612636
451	0.4412091549
452	0.4411619751
453	0.4410896931
454	0.4410278891
455	0.4409475492
456	0.4408534371
457	0.4407803632
458	0.4407002202
459	0.4406111845
460	0.4405548647
461	0.4404948223
462	0.4404124471
463	0.4402997617
464	0.4402464285
465	0.4401861117
466	0.4401286679
467	0.4400723365
468	0.4399904715
469	0.4399140008
470	0.4398342248
471	0.4397608569
472	0.4396904869
473	0.4396162889
474	0.4395535411
475	0.4394827516
476	0.4394216742
477	0.4393672339
478	0.4392974433
479	0.4392436913
480	0.439172746
481	0.4390977818
482	0.4390396563
483	0.438974124
484	0.4389080011
485	0.4388567152
486	0.4388092278
487	0.4387460158
488	0.4386827059
489	0.4385930452
490	0.438515674
491	0.4384636332
492	0.4384154167
493	0.4383256588
494	0.4382526081
495	0.4381829849
496	0.4381083164
497	0.4380203634
498	0.4379690141
499	0.4378875253
500	0.4378252571
501	0.4377471392
502	0.4376667142
503	0.4376036407
504	0.4375406101
505	0.4374567505
506	0.4373947787
507	0.4373191483
508	0.4372500149
509	0.4371877157
510	0.4371114974
511	0.437049275
512	0.4369750737
513	0.4368958479
514	0.4368322805
515	0.4367787255
516	0.4367105591
517	0.4366385063
518	0.4365903192
519	0.4365326604
520	0.4364908488
521	0.4364187445
522	0.4363520649
523	0.4362768316
524	0.4362279178
525	0.4361632447
526	0.4361065318
527	0.4360296157
528	0.4359579411
529	0.4359023512
530	0.4358121177
531	0.4357618403
532	0.4356835021
533	0.4356056343
534	0.4355383666
535	0.4354880686
536	0.4354224284
537	0.4353467184
538	0.4352643614
539	0.4351912039
540	0.4351416701
541	0.4350872577
542	0.4349961736
543	0.4349242771
544	0.4348785954
545	0.4348028632
546	0.4347589255
547	0.434710075
548	0.4346370458
549	0.434606646
550	0.4345347246
551	0.4344759872
552	0.4344024679
553	0.4343283169
554	0.4342615534
555	0.4342038322
556	0.4341429526
557	0.4340722476
558	0.4340216751
559	0.4339620692
560	0.4339065808
561	0.4338350225
562	0.4337976659
563	0.433742518
564	0.4336726196
565	0.4336068992
566	0.4335505085
567	0.4334893731
568	0.4334435456
569	0.433399427
570	0.4333498487
571	0.4332711251
572	0.4332124822
573	0.4331445568
574	0.4330779245
575	0.4329940017
576	0.4329517918
577	0.4328997182
578	0.4328575258
579	0.4328080408
580	0.4327643453
581	0.4327200077
582	0.432637619
583	0.4325802807
584	0.4325299341
585	0.4324819013
586	0.4324388364
587	0.4323950455
588	0.4323306052
589	0.4322709625
590	0.4322030521
591	0.4321365154
592	0.4321087023
593	0.4320354719
594	0.4319663449
595	0.4319225212
596	0.4318514627
597	0.4317852407
598	0.4317353045
599	0.4316774249
600	0.4316196257
601	0.4315455959
602	0.4314812641
603	0.4314245415
604	0.4313533039
605	0.4312989454
606	0.4312244816
607	0.4311557732
608	0.4310936667
609	0.4310331331
610	0.4309687359
611	0.4308988867
612	0.4308359596
613	0.4307939583
614	0.4307240687
615	0.4306592705
616	0.4306074916
617	0.4305447355
618	0.4305025796
619	0.4304329266
620	0.4303621454
621	0.4303212057
622	0.4302563258
623	0.4301773008
624	0.4301246094
625	0.4300590923
626	0.4300029388
627	0.4299423443
628	0.4299035538
629	0.4298479032
630	0.4298066635
631	0.42975423
632	0.429731503
633	0.4296580954
634	0.4295964992
635	0.4295239292
636	0.4294725543
637	0.4294239904
638	0.4293534954
639	0.4292882945
640	0.4292126618
641	0.4291572238
642	0.4291008379
643	0.4290404737
644	0.428993953
645	0.4289310268
646	0.4288669582
647	0.4288097209
648	0.4287522247
649	0.4286982159
650	0.428626966
651	0.4285649698
652	0.4285319143
653	0.4284855203
654	0.4284249111
655	0.4283531577
656	0.4283122297
657	0.4282669084
658	0.4282144706
659	0.4281641724
660	0.4280985113
661	0.4280412192
662	0.4279773998
663	0.427913106
664	0.4278464425
665	0.4277944449
666	0.4277513765
667	0.4277024274
668	0.4276318936
669	0.4275674908
670	0.4275280426
671	0.4274567739
672	0.4274010929
673	0.4273485421
674	0.4273021938
675	0.4272352995
676	0.4271638269
677	0.4271105057
678	0.4270488926
679	0.4270001997
680	0.4269560332
681	0.4269062627
682	0.4268500073
683	0.4267849557
684	0.4267157144
685	0.4266490546
686	0.4266049016
687	0.4265659271
688	0.4265125182
689	0.4264615274
690	0.4264037102
691	0.4263498928
692	0.4263022868
693	0.4262351482
694	0.4261722
695	0.4261348416
696	0.426085369
697	0.4260198295
698	0.4259601204
699	0.4259244026
700	0.4258723348
701	0.4258062544
702	0.4257648959
703	0.4256793891
704	0.4256295296
705	0.4255603799
706	0.4255158468
707	0.4254677647
708	0.4254399079
709	0.4253801416
710	0.4253268174
711	0.4252932186
712	0.4252221758
713	0.4251585966
714	0.4251039707
715	0.4250510143
716	0.4249755462
717	0.4249276487
718	0.4248762833
719	0.4248176519
720	0.4247551461
721	0.4247218141
722	0.4246647002
723	0.4246105492
724	0.4245410823
725	0.4244936068
726	0.4244436888
727	0.4243916279
728	0.4243221861
729	0.4242715618
730	0.4242089563
731	0.4241626805
732	0.4240939321
733	0.42403919
734	0.4239759511
735	0.4239220673
736	0.4238753
737	0.4238174233
738	0.4237749785
739	0.4237147415
740	0.4236749717
741	0.423627356
742	0.4235782201
743	0.4235148083
744	0.4234668319
745	0.423412082
746	0.4233612636
747	0.4233018508
748	0.423239669
749	0.4231957169
750	0.4231646543
751	0.4231123128
752	0.4230651299
753	0.4230253028
754	0.4229470098
755	0.4228911412
756	0.4228260953
757	0.4227835379
758	0.4227243468
759	0.4226838027
760	0.4226103835
761	0.422550007
762	0.4224870968
763	0.4224576836
764	0.4224038012
765	0.4223464227
766	0.4222882595
767	0.4222505221
768	0.422204116
769	0.4221603406
770	0.4221069945
771	0.4220602599
772	0.4220280577
773	0.4219480159
774	0.4219042915
775	0.4218645938
776	0.4218191354
777	0.4217671427
778	0.4217038628
779	0.4216547577
780	0.4215938606
781	0.4215291732
782	0.4214722687
783	0.4214373831
784	0.4213892913
785	0.4213360405
786	0.4212728182
787	0.4212098546
788	0.4211599087
789	0.4211257558
790	0.4210948094
791	0.421039848
792	0.4209843612
793	0.4209334209
794	0.4208712746
795	0.4208188578
796	0.4208038392
797	0.4207532505
798	0.4207149702
799	0.4206533378
800	0.4205953739
801	0.4205593085
802	0.4205069354
803	0.4204477103
804	0.4203962803
805	0.4203376814
806	0.4202834607
807	0.4202189277
808	0.4201867536
809	0.4201300027
810	0.4200821876
811	0.4200208032
812	0.4199788775
813	0.4199444206
814	0.4198806537
815	0.4198365755
816	0.4197888908
817	0.4197296757
818	0.4196740346
819	0.4196380967
820	0.4195869608
821	0.4195237127
822	0.4194623469
823	0.4193895397
824	0.4193478527
825	0.4192972318
826	0.4192496197
827	0.4191933694
828	0.4191418296
829	0.4190922983
830	0.4190771673
831	0.4190277786
832	0.4189745347
833	0.4189263031
834	0.4188783657
835	0.4188284124
836	0.4187753163
837	0.4187272736
838	0.4186910169
839	0.4186407664
840	0.4185849163
841	0.418524631
842	0.4184778192
843	0.4184202034
844	0.4183830692
845	0.418332733
846	0.4182627287
847	0.4181987559
848	0.4181597156
849	0.4181223893
850	0.4180699155
851	0.4180136574
852	0.4179595226
853	0.4179243522
854	0.4178497761
855	0.4177915972
856	0.4177525341
857	0.4176984083
858	0.4176634296
859	0.4175976735
860	0.4175390298
861	0.4174941795
862	0.4174685761
863	0.4174161229
864	0.4173674689
865	0.4173270206
866	0.4172652197
867	0.4172186648
868	0.4171732301
869	0.4171184751
870	0.4170729233
871	0.4170540917
872	0.4170149391
873	0.4169613362
874	0.4169130191
875	0.4168541779
876	0.4168160403
877	0.4167766821
878	0.416721858
879	0.4166765365
880	0.4166287927
881	0.4165920378
882	0.4165266338
883	0.4164834001
884	0.4164534687
885	0.4164115794
886	0.416369433
887	0.4163261279
888	0.4162819659
889	0.4162293195
890	0.4161811119
891	0.4161241956
892	0.4160793825
893	0.4160415373
894	0.4159790308
895	0.4159342602
896	0.4158899537
897	0.4158426463
898	0.4158039953
899	0.4157395028
900	0.4156931191
901	0.4156562045
902	0.41562502
903	0.4155866852
904	0.4155448437
905	0.4154910756
906	0.4154336041
907	0.4153768651
908	0.4153272101
909	0.4152837418
910	0.4152471132
911	0.4151987789
912	0.4151609637
913	0.4151089666
914	0.4150734617
915	0.4150141556
916	0.4149597655
917	0.414904188
918	0.4148527241
919	0.4148187942
920	0.4147626479
921	0.4147060349
922	0.4146514034
923	0.4146042851
924	0.4145553453
925	0.414499149
926	0.4144511714
927	0.4143975638
928	0.4143598334
929	0.4143168796
930	0.4142676401
931	0.4142085433
932	0.4141879349
933	0.4141417174
934	0.4140757114
935	0.4140573559
936	0.4140270862
937	0.4139837156
938	0.4139344465
939	0.413887586
940	0.4138367723
941	0.4137877439
942	0.4137586713
943	0.4136918748
944	0.4136290566
945	0.4135944536
946	0.4135555518
947	0.4134955464
948	0.4134512428
949	0.4133893954
950	0.4133353577
951	0.4132899503
952	0.4132374805
953	0.4132032947
954	0.4131615642
955	0.4131173874
956	0.413066225
957	0.4130212971
958	0.4129755739
959	0.4129108005
960	0.4128720999
961	0.4128068592
962	0.4127604393
963	0.4127125597
964	0.4126691097
965	0.4126403593
966	0.4125918135
967	0.4125516622
968	0.4125051233
969	0.4124629329
970	0.4124236323
971	0.4123903602
972	0.4123576833
973	0.4123161971
974	0.4122628346
975	0.412212283
976	0.4121805101
977	0.4121445596
978	0.412112746
979	0.4120633873
980	0.4120082014
981	0.4119671594
982	0.4119383953
983	0.4118988982
984	0.4118362191
985	0.4117982767
986	0.4117311758
987	0.4116832819
988	0.4116340526
989	0.411580425
990	0.4115354465
991	0.4114863095
992	0.4114389142
993	0.411400247
994	0.4113422415
995	0.4112882666
996	0.411244484
997	0.4111972356
998	0.4111435052
999	0.4111047474
